,Holiday,Year,Month,Day,Hour,Minute,DofW,Weekend,Normal,Actual,Anomaly,Unit,area
3892,0,2015,8,29,22,0,5,1,7360.998484201457,7024.746155823802,-336.25232837765543,GWh,ch
3893,0,2015,8,30,22,0,6,1,7387.567017063125,7233.373191344236,-154.19382571888855,GWh,ch
3894,0,2015,8,31,22,0,0,0,7411.474791918958,7255.033764334842,-156.44102758411555,GWh,ch
3895,0,2015,9,1,22,0,1,0,7433.427614452499,7303.641938629182,-129.78567582331743,GWh,ch
3896,0,2015,9,2,22,0,2,0,7454.367013876042,7366.970446212999,-87.39656766304233,GWh,ch
3897,0,2015,9,3,22,0,3,0,7474.2929901843745,7429.259545664413,-45.03344451996145,GWh,ch
3898,0,2015,9,4,22,0,4,0,7493.205543372708,7481.88578470704,-11.319758665667905,GWh,ch
3899,0,2015,9,5,22,0,5,1,7511.10467344625,7519.717267440283,8.612593994032977,GWh,ch
3900,0,2015,9,6,22,0,6,1,7527.990380409792,7296.540023366149,-231.45035704364273,GWh,ch
3901,0,2015,9,7,22,0,0,0,7543.862664258125,7305.849860280762,-238.01280397736264,GWh,ch
3902,0,2015,9,8,22,0,1,0,7558.721524986459,7311.220929553619,-247.50059543284078,GWh,ch
3903,0,2015,9,9,22,0,2,0,7572.566962600001,7317.196450639572,-255.3705119604292,GWh,ch
3904,0,2015,9,10,22,0,3,0,7585.398977103541,7323.699460575045,-261.69951652849613,GWh,ch
3905,0,2015,9,11,22,0,4,0,7597.217568491876,7329.378489360523,-267.83907913135226,GWh,ch
3906,0,2015,9,12,22,0,5,1,7608.022736765416,7341.71342636403,-266.309310401386,GWh,ch
3907,0,2015,9,13,22,0,6,1,7617.8144819237505,7303.942287583802,-313.8721943399487,GWh,ch
3908,0,2015,9,14,22,0,0,0,7626.592803962084,7306.185104993495,-320.4076989685891,GWh,ch
3909,0,2015,9,15,22,0,1,0,7634.621615156459,7283.336682333934,-351.28493282252475,GWh,ch
3910,0,2015,9,16,22,0,2,0,7642.07569893625,7259.691742852399,-382.38395608385053,GWh,ch
3911,0,2015,9,17,22,0,3,0,7648.892480700833,7258.672202087621,-390.22027861321203,GWh,ch
3912,0,2015,9,18,22,0,4,0,7655.071960445417,7264.7614052161325,-390.31055522928455,GWh,ch
3913,0,2015,9,19,22,0,5,1,7660.61413817,7308.714809820937,-351.89932834906267,GWh,ch
3914,0,2015,9,20,22,0,6,1,7665.519013879792,7766.763931708557,101.24491782876521,GWh,ch
3915,0,2015,9,21,22,0,0,0,7669.786587579583,7815.796950885432,146.01036330584884,GWh,ch
3916,0,2015,9,22,22,0,1,0,7673.416859264166,7908.531126581215,235.11426731704887,GWh,ch
3917,0,2015,9,23,22,0,2,0,7676.409828933959,8001.931925258935,325.5220963249758,GWh,ch
3918,0,2015,9,24,22,0,3,0,7678.765496583333,8073.1047134922765,394.33921690894385,GWh,ch
3919,0,2015,9,25,22,0,4,0,7680.483862213126,8135.21051308823,454.7266508751045,GWh,ch
3920,0,2015,9,26,22,0,5,1,7681.564925827708,8160.988051442276,479.42312561456765,GWh,ch
3921,0,2015,9,27,22,0,6,1,7682.0086874275,7681.938239938062,-0.07044748943826562,GWh,ch
3922,0,2015,9,28,22,0,0,0,7681.815147017292,7676.15249055344,-5.6626564638518175,GWh,ch
3923,0,2015,9,29,22,0,1,0,7680.984304591875,7662.4683458941245,-18.515958697750648,GWh,ch
3924,0,2015,9,30,22,0,2,0,7679.449885662084,7643.691239938682,-35.75864572340197,GWh,ch
3925,0,2015,10,1,22,0,3,0,7677.219858473124,7616.08863471459,-61.13122375853436,GWh,ch
3926,0,2015,10,2,22,0,4,0,7674.357648534166,7607.670149454206,-66.68749907996062,GWh,ch
3927,0,2015,10,3,22,0,5,1,7670.8632558399995,7612.164296557588,-58.698959282411124,GWh,ch
3928,0,2015,10,4,22,0,6,1,7666.736680391042,7564.958079542689,-101.77860084835265,GWh,ch
3929,0,2015,10,5,22,0,0,0,7661.977922186875,7546.231375039189,-115.74654714768621,GWh,ch
3930,0,2015,10,6,22,0,1,0,7656.586981227917,7536.394460883054,-120.19252034486271,GWh,ch
3931,0,2015,10,7,22,0,2,0,7650.56385751375,7519.0372379542305,-131.52661955951953,GWh,ch
3932,0,2015,10,8,22,0,3,0,7643.908551044792,7489.908600112892,-153.99995093190046,GWh,ch
3933,0,2015,10,9,22,0,4,0,7636.621061820625,7471.613069846996,-165.00799197362903,GWh,ch
3934,0,2015,10,10,22,0,5,1,7628.701389841667,7468.659097722056,-160.04229211961137,GWh,ch
3935,0,2015,10,11,22,0,6,1,7620.149535112709,7494.936445863052,-125.21308924965706,GWh,ch
3936,0,2015,10,12,22,0,0,0,7610.965497628542,7480.034306366124,-130.931191262418,GWh,ch
3937,0,2015,10,13,22,0,1,0,7601.149277389583,7470.134000553764,-131.01527683581935,GWh,ch
3938,0,2015,10,14,22,0,2,0,7590.7008743954175,7458.905601486149,-131.79527290926853,GWh,ch
3939,0,2015,10,15,22,0,3,0,7579.7849195735425,7441.5032704137775,-138.28164915976504,GWh,ch
3940,0,2015,10,16,22,0,4,0,7568.466032772291,7433.98829114978,-134.47774162251153,GWh,ch
3941,0,2015,10,17,22,0,5,1,7556.664320631041,7420.247351051771,-136.4169695792698,GWh,ch
3942,0,2015,10,18,22,0,6,1,7544.379783149791,7180.396586006758,-363.98319714303307,GWh,ch
3943,0,2015,10,19,22,0,0,0,7531.612420323333,7131.694892177943,-399.91752814538995,GWh,ch
3944,0,2015,10,20,22,0,1,0,7518.3622321520825,7077.875219636229,-440.48701251585317,GWh,ch
3945,0,2015,10,21,22,0,2,0,7504.629218640833,7025.598894335307,-479.03032430552594,GWh,ch
3946,0,2015,10,22,22,0,3,0,7490.413379789584,6972.881526341623,-517.5318534479611,GWh,ch
3947,0,2015,10,23,22,0,4,0,7475.714715593124,6934.350026020911,-541.3646895722131,GWh,ch
3948,0,2015,10,24,22,0,5,1,7460.777262738249,6909.587332367975,-551.1899303702739,GWh,ch
3949,0,2015,10,25,23,0,6,1,7444.868911170625,6857.202145208171,-587.6667659624545,GWh,ch
3950,0,2015,10,26,23,0,0,0,7428.721770949375,6797.770068267503,-630.9517026818721,GWh,ch
3951,0,2015,10,27,23,0,1,0,7412.091805388125,6734.9452720966465,-677.1465332914786,GWh,ch
3952,0,2015,10,28,23,0,2,0,7394.979014481666,6677.8222045522825,-717.1568099293836,GWh,ch
3953,0,2015,10,29,23,0,3,0,7377.383398230417,6631.4565516485445,-745.9268465818723,GWh,ch
3954,0,2015,10,30,23,0,4,0,7359.4116587225,6601.441507144991,-757.9701515775087,GWh,ch
3955,0,2015,10,31,23,0,5,1,7340.425728129791,6578.467132237062,-761.9585958927291,GWh,ch
3956,0,2015,11,1,23,0,6,1,7320.372544839374,6555.682230628489,-764.6903142108849,GWh,ch
3957,0,2015,11,2,23,0,0,0,7299.826440414166,6508.627005711852,-791.1994347023146,GWh,ch
3958,0,2015,11,3,23,0,1,0,7278.787414848542,6450.2003000981085,-828.5871147504331,GWh,ch
3959,0,2015,11,4,23,0,2,0,7257.255468138125,6393.5343717360265,-863.7210964020987,GWh,ch
3960,0,2015,11,5,23,0,3,0,7235.2306002877085,6346.009395455808,-889.2212048319006,GWh,ch
3961,0,2015,11,6,23,0,4,0,7212.712811297292,6310.886208008479,-901.8266032888132,GWh,ch
3962,0,2015,11,7,23,0,5,1,7189.7021011720835,6286.27910341464,-903.4229977574432,GWh,ch
3963,0,2015,11,8,23,0,6,1,7166.198469906459,6305.578154139079,-860.6203157673799,GWh,ch
3964,0,2015,11,9,23,0,0,0,7142.20191750125,6264.307405639931,-877.8945118613192,GWh,ch
3965,0,2015,11,10,23,0,1,0,7117.712443955625,6221.163898226386,-896.5485457292389,GWh,ch
3966,0,2015,11,11,23,0,2,0,7092.730049270416,6175.846888272817,-916.8831609975996,GWh,ch
3967,0,2015,11,12,23,0,3,0,7067.2547334500005,6134.673946025072,-932.5807874249285,GWh,ch
3968,0,2015,11,13,23,0,4,0,7041.2864964895825,6104.737264157112,-936.5492323324706,GWh,ch
3969,0,2015,11,14,23,0,5,1,7014.825338389167,6081.097268669233,-933.728069719934,GWh,ch
3970,0,2015,11,15,23,0,6,1,6987.999624028958,6006.598084434921,-981.4015395940378,GWh,ch
3971,0,2015,11,16,23,0,0,0,6960.948514650834,5951.14892396477,-1009.7995906860642,GWh,ch
3972,0,2015,11,17,23,0,1,0,6933.691390567917,5897.100350397463,-1036.5910401704532,GWh,ch
3973,0,2015,11,18,23,0,2,0,6906.228251785,5846.563944562611,-1059.6643072223887,GWh,ch
3974,0,2015,11,19,23,0,3,0,6878.559098302084,5794.0503318852425,-1084.5087664168414,GWh,ch
3975,0,2015,11,20,23,0,4,0,6850.683930119168,5768.99821424255,-1081.685715876618,GWh,ch
3976,0,2015,11,21,23,0,5,1,6822.60274723625,5749.078635755653,-1073.5241114805976,GWh,ch
3977,0,2015,11,22,23,0,6,1,6794.315549653333,5744.620133248399,-1049.695416404934,GWh,ch
3978,0,2015,11,23,23,0,0,0,6765.822337370417,5686.327981765862,-1079.4943556045546,GWh,ch
3979,0,2015,11,24,23,0,1,0,6737.1231103875,5641.130559305849,-1095.992551081651,GWh,ch
3980,0,2015,11,25,23,0,2,0,6708.217868704584,5598.8541844964975,-1109.3636842080869,GWh,ch
3981,0,2015,11,26,23,0,3,0,6679.106612321666,5557.545104839286,-1121.56150748238,GWh,ch
3982,0,2015,11,27,23,0,4,0,6649.78934123875,5531.65995512413,-1118.1293861146205,GWh,ch
3983,0,2015,11,28,23,0,5,1,6620.266055455834,5508.983743759628,-1111.2823116962063,GWh,ch
3984,0,2015,11,29,23,0,6,1,6590.536754972917,5206.405172209962,-1384.131582762955,GWh,ch
3985,0,2015,11,30,23,0,0,0,6561.2396453941665,5134.169020940476,-1427.0706244536905,GWh,ch
3986,0,2015,12,1,23,0,1,0,6532.322975443126,5039.744645477425,-1492.5783299657005,GWh,ch
3987,0,2015,12,2,23,0,2,0,6503.1989567220835,4943.690332682484,-1559.5086240395995,GWh,ch
3988,0,2015,12,3,23,0,3,0,6473.867589236249,4851.364371287451,-1622.503217948798,GWh,ch
3989,0,2015,12,4,23,0,4,0,6444.32887298,4773.540922043189,-1670.7879509368104,GWh,ch
3990,0,2015,12,5,23,0,5,1,6414.582807948958,4725.540526115121,-1689.0422818338375,GWh,ch
3991,0,2015,12,6,23,0,6,1,6384.629394153126,4781.388472155034,-1603.2409219980918,GWh,ch
3992,0,2015,12,7,23,0,0,0,6354.468631586875,4727.841224324795,-1626.62740726208,GWh,ch
3993,0,2015,12,8,23,0,1,0,6324.100520245834,4662.143215461108,-1661.9573047847252,GWh,ch
3994,0,2015,12,9,23,0,2,0,6293.52506014,4581.344036466868,-1712.1810236731326,GWh,ch
3995,0,2015,12,10,23,0,3,0,6262.742251268959,4506.980496860425,-1755.7617544085342,GWh,ch
3996,0,2015,12,11,23,0,4,0,6231.752093627917,4449.202928223301,-1782.5491654046164,GWh,ch
3997,0,2015,12,12,23,0,5,1,6200.554587216876,4409.7853555942675,-1790.7692316226085,GWh,ch
3998,0,2015,12,13,23,0,6,1,6169.149732035833,4434.8938418614325,-1734.2558901744005,GWh,ch
3999,0,2015,12,14,23,0,0,0,6137.537528090001,4372.042995478354,-1765.4945326116467,GWh,ch
4000,0,2015,12,15,23,0,1,0,6105.771972446667,4309.923946384279,-1795.8480260623883,GWh,ch
4001,0,2015,12,16,23,0,2,0,6073.795738158541,4257.04943886428,-1816.746299294261,GWh,ch
4002,0,2015,12,17,23,0,3,0,6041.510381320416,4206.145879751079,-1835.3645015693373,GWh,ch
4003,0,2015,12,18,23,0,4,0,6008.915901927084,4168.50259331926,-1840.4133086078236,GWh,ch
4004,0,2015,12,19,23,0,5,1,5976.0122999737505,4138.597802194733,-1837.4144977790174,GWh,ch
4005,0,2015,12,20,23,0,6,1,5942.799575460416,4146.119578846442,-1796.6799966139743,GWh,ch
4006,0,2015,12,21,23,0,0,0,5909.2777283922915,4097.004328693842,-1812.2733996984498,GWh,ch
4007,0,2015,12,22,23,0,1,0,5875.446758768959,4046.563772799496,-1828.8829859694629,GWh,ch
4008,0,2015,12,23,23,0,2,0,5841.306666590834,4000.184899872365,-1841.1217667184687,GWh,ch
4009,0,2015,12,24,23,0,3,0,5806.857451857501,3960.430369294176,-1846.4270825633243,GWh,ch
4010,0,2015,12,25,23,0,4,0,5772.0991145641665,3923.4337678153356,-1848.6653467488309,GWh,ch
4011,0,2015,12,26,23,0,5,1,5737.031654716041,3899.334646640916,-1837.6970080751248,GWh,ch
4012,0,2015,12,27,23,0,6,1,5701.655072312708,4087.3104825798764,-1614.344589732832,GWh,ch
4013,0,2015,12,28,23,0,0,0,5665.969367349375,4066.7848170045977,-1599.184550344777,GWh,ch
4014,0,2015,12,29,23,0,1,0,5629.974539831251,4054.696891126659,-1575.2776487045917,GWh,ch
4015,0,2015,12,30,23,0,2,0,5593.398649549584,4044.1504186774036,-1549.24823087218,GWh,ch
4016,0,2015,12,31,23,0,3,0,5559.147526935,4038.3271986052096,-1520.8203283297908,GWh,ch
4017,0,2016,1,1,23,0,4,0,5524.46791026375,4036.098269024708,-1488.3696412390423,GWh,ch
4018,0,2016,1,2,23,0,5,1,5486.9248944383335,4034.1028367896038,-1452.8220576487297,GWh,ch
4019,0,2016,1,3,23,0,6,1,5449.066278838124,4047.523904565527,-1401.542374272597,GWh,ch
4020,0,2016,1,4,23,0,0,0,5410.892063462708,4035.7331649853118,-1375.1588984773966,GWh,ch
4021,0,2016,1,5,23,0,1,0,5372.4022483125,4027.184660524907,-1345.217587787593,GWh,ch
4022,0,2016,1,6,23,0,2,0,5333.596833392291,4016.336696960987,-1317.260136431304,GWh,ch
4023,0,2016,1,7,23,0,3,0,5294.475818696875,4000.575723102603,-1293.9000955942715,GWh,ch
4024,0,2016,1,8,23,0,4,0,5255.039204221458,3997.2914297968855,-1257.7477744245725,GWh,ch
4025,0,2016,1,9,23,0,5,1,5215.2869899712505,4000.8059713629696,-1214.481018608281,GWh,ch
4026,0,2016,1,10,23,0,6,1,5175.219175945834,3960.5956040606065,-1214.6235718852272,GWh,ch
4027,0,2016,1,11,23,0,0,0,5134.835762145625,3951.0101708153366,-1183.8255913302887,GWh,ch
4028,0,2016,1,12,23,0,1,0,5094.136748575417,3936.2637966580114,-1157.8729519174058,GWh,ch
4029,0,2016,1,13,23,0,2,0,5053.122135224791,3915.0694471617758,-1138.0526880630155,GWh,ch
4030,0,2016,1,14,23,0,3,0,5011.791922094583,3896.8388412825784,-1114.9530808120048,GWh,ch
4031,0,2016,1,15,23,0,4,0,4970.228296637083,3886.9870654831902,-1083.2412311538928,GWh,ch
4032,0,2016,1,16,23,0,5,1,4928.407111737083,3881.810339350279,-1046.5967723868043,GWh,ch
4033,0,2016,1,17,23,0,6,1,4886.2365886074995,3810.9029823654096,-1075.33360624209,GWh,ch
4034,0,2016,1,18,23,0,0,0,4843.716727252709,3780.885281551347,-1062.8314457013616,GWh,ch
4035,0,2016,1,19,23,0,1,0,4800.847527667916,3759.072394703639,-1041.7751329642774,GWh,ch
4036,0,2016,1,20,23,0,2,0,4757.628989858334,3730.340511145603,-1027.2884787127305,GWh,ch
4037,0,2016,1,21,23,0,3,0,4714.061113823542,3709.30998542312,-1004.7511284004217,GWh,ch
4038,0,2016,1,22,23,0,4,0,4670.1438995587505,3700.6337275641176,-969.5101719946329,GWh,ch
4039,0,2016,1,23,23,0,5,1,4625.877347063958,3679.149449306519,-946.7278977574392,GWh,ch
